fen,moves,rating,themes
6r1/8/4b3/8/5k1K/8/8/4R3 w - - 13 70,e1e6 g8h8 e6h6 h8h6,1018,endgame mate mateIn2 rookEndgame short
2rq2k1/1p3ppB/pn2nb2/3pN3/3P4/1P1Q1b2/PB3PPP/4R1K1 b - - 0 23,g8h8 e5f7,1019,kingsideAttack master mate mateIn1 middlegame oneMove
8/4b1pk/8/3QB1K1/4PP2/3P3q/7P/8 w - - 15 49,e5f6 e7f6,1026,endgame mate mateIn1 oneMove
2r3r1/5p1k/pqnp1n2/1p2pP1p/4P3/PPP4R/3QB1PP/1R5K b - - 3 21,f6e4 h3h5 h7g7 d2h6,1002,mate mateIn2 middlegame short
r1bq1r2/1p3pp1/p1nbN1k1/4p3/3P2Q1/8/PP3PPP/R1B2RK1 b - - 1 15,g6h7 g4g7,1013,mate mateIn1 oneMove opening
5rk1/Q1p2qpp/2p5/3p1r2/P1bB4/2P5/2P3PP/R3R1K1 w - - 2 22,a7c5 f5f1 e1f1 f7f1 a1f1 f8f1,1002,kingsideAttack long mate mateIn3 middlegame sacrifice
4kb1r/1b3ppp/1ppPpq2/4n3/2P1n3/5N2/PP3PPP/R1BQKB1R w KQk - 2 16,f3e5 f6f2,1047,attackingF2F7 mate mateIn1 middlegame oneMove
1kn5/3q4/pP5p/4p3/P3r3/1QP5/3K1P2/1R4R1 w - - 2 42,d2c2 e4e2 c2c1 d7d2,1046,endgame mate mateIn2 short
7k/1p5p/p2br1pP/2p5/4qp1Q/PPP5/1K1P1PP1/8 b - - 5 38,e6e8 h4f6 h8g8 f6g7,1014,endgame fork mate mateIn2 short
3r2k1/5p1p/4p3/6pq/2Nb1B2/3B1PK1/2Q3PP/7R w - - 0 27,f4c7 h5h4,1010,mate mateIn1 middlegame oneMove
r1b5/pp1k1Q2/2n1p3/8/1b3B2/4K1P1/PP2B2r/q7 b - - 1 21,c6e7 e2b5 d7d8 f7f8,1041,mate mateIn2 middlegame short
r3k2r/2qnppb1/p1p3p1/1p3bp1/3P4/1BN1P3/PP3PPP/R1BQ1RK1 w kq - 2 15,d4d5 c7h2,1025,kingsideAttack mate mateIn1 middlegame oneMove
6k1/1p4R1/5p2/2p2P1p/PpN5/1Pqr4/7P/6RK b - - 0 33,g8f8 g7g8 f8e7 g1g7,1019,endgame mate mateIn2 short
2q3k1/5ppp/bp2p3/p7/3P1P2/PQ2NN2/5PPP/6K1 w - - 0 25,b3b6 c8c1 e3d1 c1d1 f3e1 d1e1,1007,endgame long mate mateIn3
2kr1b1r/p1p1qpp1/1pPp3p/8/P1Qn4/7P/1P3PP1/R4RK1 b - - 2 19,e7e4 c4a6 c8b8 a6b7,1018,mate mateIn2 middlegame queensideAttack short
rn2k1nr/bpp2p2/p4q2/P3p1Bp/1PB1P1b1/2P2N2/5PP1/RN1Q1RK1 b kq - 1 14,f6g6 d1d8,1003,mate mateIn1 middlegame oneMove
2r1kb1r/1p3ppp/p7/q2np3/1n6/1PNBB3/1PPQ1PPP/1K1R3R w k - 0 15,c3d5 a5a2 b1c1 a2a1,1037,mate mateIn2 middlegame queensideAttack short
2R2r1k/5ppp/3NQ3/pP2P3/5P2/bq5P/6PK/5R2 b - - 0 36,b3e6 c8f8,1031,backRankMate endgame hangingPiece mate mateIn1 oneMove
r2r2k1/1bq1bppp/p1p1p3/3n4/1P1QN3/P4B2/1BP2PPP/R3R1K1 b - - 4 16,f7f5 d4g7,1006,kingsideAttack mate mateIn1 middlegame oneMove
r1bqkb1r/pppnnp1p/4p1pP/1B6/3PN3/5N2/PPP2PP1/R1BQK2R b KQkq - 2 9,c7c6 e4d6,1008,mate mateIn1 oneMove opening smotheredMate
7r/5pQp/p2bp2P/4qk2/P7/1P2B2P/5P2/R4RK1 w - - 1 29,g7h8 e5h2,1007,endgame mate mateIn1 oneMove
rR6/P4pk1/6p1/8/3P2K1/Q3PPP1/7q/8 w - - 2 47,b8a8 h2h5 g4f4 h5f5,1029,endgame mate mateIn2 short
8/pp6/8/2p5/2Bbk1QP/1P4PK/P4q2/4n3 b - - 2 44,e4e5 g4e6,1030,endgame mate mateIn1 oneMove
6k1/5p2/p5pp/1p1rq3/8/7Q/PP4PP/3R2K1 w - - 0 27,d1d5 e5e1,1037,endgame mate mateIn1 oneMove
6rk/pp5p/2n5/3Q4/P2P1p2/6qr/5RP1/5R1K w - - 0 30,g2h3 g3h3 f2h2 h3f1,1047,deflection endgame mate mateIn2 short
r2q1rk1/1pp2p2/p2b3Q/3Pp1Nn/4P1bP/P1P5/5PP1/RB2K2R b KQ - 2 18,d8f6 h6h7,1044,mate mateIn1 middlegame oneMove
8/p4qk1/2p2p2/3bp3/8/b2P1P2/3QB1r1/K6R b - - 1 40,a3c5 d2h6 g7g8 h6h8,1014,mate mateIn2 middlegame short
r2q2k1/2pbb1p1/p2p4/1p4Np/2Bn1r1P/P4N2/1PQ2PP1/R3K2R b KQ - 1 18,b5c4 c2h7 g8f8 h7h8,1023,kingsideAttack mate mateIn2 middlegame short
2kr3r/pp3ppp/4p3/4B3/qbpPnP2/4P2P/2PNQ1P1/2KR3R w - - 0 18,d2e4 a4a1,1046,mate mateIn1 middlegame oneMove
r7/ppk1p1q1/2b1p3/4N3/2P5/2Q1B3/P5P1/R5K1 w - - 7 28,e3f4 g7g2,1023,master mate mateIn1 middlegame oneMove
2rr2k1/p4ppp/bp2p3/8/3qP1PP/8/P1B2QP1/5R1K b - - 6 25,c8c2 f2f7 g8h8 f7f8 d8f8 f1f8,1041,backRankMate endgame long mate mateIn3 sacrifice
4r3/6B1/1R5p/p4ppk/2r5/2P5/PP3KPP/8 b - - 3 27,c4e4 b6h6 h5g4 h2h3 g4f4 g2g3,1022,endgame long mate mateIn3
2b2k1r/r7/pq2pNQ1/5p1p/2pP4/2p5/P5PP/R4R1K b - - 2 27,a7g7 g6e8,1046,master mate mateIn1 middlegame oneMove
6k1/5ppp/p4b2/4nPP1/1p6/7P/PPPr4/4RK1R b - - 0 29,e5f3 e1e8,1042,backRankMate endgame mate mateIn1 oneMove
6BR/7p/6pk/p1p3r1/2P5/2b2K2/8/8 b - - 8 43,c3b4 h8h7,1012,endgame master mate mateIn1 oneMove
r3kbnr/ppqn1Npb/2p1p2p/7P/2B5/6N1/PPPPQPP1/R1B1K2R b KQkq - 0 11,e8f7 e2e6,1042,mate mateIn1 oneMove opening
8/1p6/5Bp1/1r1p2k1/4r3/P3P1K1/5R2/8 b - - 7 40,g5h5 f2h2 e4h4 h2h4,1004,endgame mate mateIn2 short
N1bk2nr/3p1ppp/p1n5/1pb1p3/2B1P1Q1/8/PPPP1qPP/R1BK2NR w - - 0 9,c4b3 f2f1,1024,mate mateIn1 middlegame oneMove
rn2k2r/ppb2ppp/2pqbn2/3p4/3P4/P1NBP3/1PQ1NPPP/R1B2RK1 w kq - 7 11,e3e4 d6h2,1012,kingsideAttack mate mateIn1 oneMove opening
r3k2r/ppp1q2p/3p1p2/4n3/2P4N/1PQ3P1/P4P2/3RKB1R w Kkq - 0 17,h4f5 e5f3,1039,doubleCheck mate mateIn1 middlegame oneMove
r2qr2k/p1p4p/bp3P2/6p1/3P2QB/P2p4/6PP/R4RK1 b - - 0 23,g5h4 g4g7,1039,mate mateIn1 middlegame oneMove
8/kp3R1N/p1pp3p/P4P1r/4P1rP/2PB4/1P5K/8 w - - 5 33,d3e2 h5h4,1013,endgame mate mateIn1 oneMove
3r1rk1/1b3pp1/p2p3p/1p6/1qn1PP1P/3Q1N1B/PPP5/2KR2R1 w - - 6 26,b2b3 b4a3 c1b1 a3b2,1041,mate mateIn2 middlegame queensideAttack short
3r1r2/1b3p1k/pb2qNnB/1p1p4/8/1BP2Q1P/PP4P1/5R1K b - - 2 27,h7h6 f3h5 h6g7 h5h7,1029,mate mateIn2 middlegame short
1r3rk1/p3b1pp/3p2q1/2pPp3/2P1Nn2/P6P/2Q2PPB/1R3RK1 w - - 3 25,b1b8 g6g2,1030,kingsideAttack master mate mateIn1 middlegame oneMove
r1b1qrk1/pp3p2/3p2pB/2pP4/4P1BP/2QR1PK1/P7/8 b - - 2 28,c8g4 c3g7,1032,mate mateIn1 middlegame oneMove
8/8/6R1/8/8/2K5/p7/r1k5 b - - 1 66,a1b1 g6g1,1032,endgame mate mateIn1 oneMove rookEndgame
rnbq1rk1/5pp1/p2bp2p/1p6/2pPQ3/2P2N2/PPB2PPP/R1B1R1K1 b - - 0 13,a8a7 e4h7,1039,mate mateIn1 oneMove opening
1r1R2k1/2p1n2p/4r1pB/5p2/2N5/2P3bP/PP4P1/3R2K1 b - - 3 29,b8d8 d1d8 g8f7 d8f8,1044,mate mateIn2 middlegame short
r4qk1/pp3ppp/1b1p4/3Nn2Q/1P1pPR2/8/P1P3PP/7K b - - 1 21,g7g6 d5f6 g8g7 h5h7,1020,kingsideAttack mate mateIn2 middlegame short
r1b4r/ppp3kp/3p1qp1/8/1bB2B2/4Q3/PPP2PPP/R4RK1 b - - 2 15,b4c5 f4h6,1003,mate mateIn1 middlegame oneMove
r1bq3k/pp3prQ/3p1Nn1/4p3/4P1P1/5P2/PPP5/2KR1BNR b - - 0 18,g7h7 h1h7,1007,arabianMate kingsideAttack mate mateIn1 middlegame oneMove
r1b3k1/pp3ppp/8/3pr3/1P2B3/5P2/P5PP/2KR3R b - - 1 18,d5e4 d1d8 e5e8 d8e8,1037,backRankMate endgame mate mateIn2 short
r1b2rk1/pp2ppbp/5q2/3p4/3NnB2/1PP1P2P/P4PP1/2RQKB1R w K - 1 14,f4h2 f6f2,1011,attackingF2F7 mate mateIn1 oneMove opening
rn1qkbnr/3b1ppp/p3p3/1N6/3PP3/BQ6/5PPP/R3KBNR b KQkq - 1 10,g8e7 b5d6,1031,mate mateIn1 oneMove opening smotheredMate
r1b1Q1k1/1p3rbp/p2p2p1/6q1/8/1B6/P5PP/4R2K b - - 1 26,g7f8 e8f7 g8h8 f7f8,1016,mate mateIn2 middlegame short
r2q1rk1/ppp1b1p1/2n1p3/4p1PQ/4P3/3P4/PPP2PP1/R1B1K2R b KQ - 1 12,g7g6 h5g6,1012,kingsideAttack mate mateIn1 middlegame oneMove
r2q1rk1/pp3ppp/1n1bp3/3p4/3P4/2P2NP1/PPQN1PP1/R3K2R b KQ - 3 13,d8f6 c2h7,1005,kingsideAttack mate mateIn1 middlegame oneMove
2Rqk1r1/5p2/3Qp3/pp1pPp2/8/B5P1/P4P1P/6K1 b - - 0 31,d8c8 d6e7,1047,endgame mate mateIn1 oneMove
6k1/pp1n1pp1/2p2B1p/3p1Q2/3P1qP1/2NB3P/PPP2P1b/5K2 b - - 0 20,d7f6 f5c8 f6e8 c8e8,1027,endgame kingsideAttack mate mateIn2 short
8/P4pk1/6p1/6q1/2Q1p3/1P4rp/5P2/5RK1 w - - 0 39,f2g3 g5g3 g1h1 g3g2,1044,endgame mate mateIn2 short
8/8/p1p1R2p/1p4pk/8/P7/1PP2qPP/6RK b - - 0 36,f2c2 g2g4 h5h4 e6h6,1017,deflection endgame mate mateIn2 queenRookEndgame short
6k1/1R3pp1/p1p5/8/2r1r3/5Q1P/q4PP1/5RK1 b - - 0 29,e4f4 b7b8 g8h7 f3h5,1020,endgame mate mateIn2 short
r1bqkbr1/pp1nnp2/2pppBpp/4P3/3PN3/5Q2/PPP2PPP/RN2KB1R b KQq - 3 9,d7f6 e4f6,1016,mate mateIn1 oneMove opening
4Q3/p3p1bk/4pqp1/8/8/8/P4rPP/5RK1 w - - 2 29,f1f2 f6a1 f2f1 g7d4 g1h1 a1f1,1044,clearance deflection endgame long mate mateIn3
rnbq3r/ppp3pp/3pkn2/2b1p1NQ/4P3/3P4/PPP2PPP/RNB1K2R b KQ - 2 7,e6e7 h5f7,1004,mate mateIn1 oneMove opening
R4R2/5ppk/7p/1p1q4/6P1/6QP/5P1K/3r4 w - - 1 35,f8d8 d1h1,1013,endgame mate mateIn1 oneMove
kr6/1p5p/pR2Q3/3p4/3P1P2/8/q1P3PP/6K1 b - - 2 37,a2c2 b6a6 b7a6 e6a6,1045,endgame mate mateIn2 sacrifice short
r5k1/p1p2ppp/3p4/4p3/3P2P1/2q5/Pr1N2Q1/R2K4 b - - 1 19,c3d4 g2a8 b2b8 a8b8,1048,backRankMate endgame hangingPiece mate mateIn2 short
1r5k/7p/5R1R/4p1P1/2P1P3/8/1r1K3P/8 w - - 0 38,d2e3 b8b3,1047,endgame mate mateIn1 oneMove rookEndgame
8/8/6R1/5ppp/4p1kP/6P1/r4PK1/8 b - - 1 59,f5f4 g6g5,1001,endgame master mate mateIn1 oneMove rookEndgame
7r/8/p1p1bk2/PpP3p1/1R1Pp3/4PpKr/3N1P2/7R w - - 0 38,h1h3 h8h3,1000,endgame mate mateIn1 oneMove
7k/4R1pp/p4q2/2Pp4/3P2Q1/1b3P2/7P/2B3K1 b - - 0 51,f6e7 g4c8 e7d8 c8d8,1027,backRankMate endgame mate mateIn2 short
4r1k1/1p3pp1/p1p1b2p/2PpQ3/PP1P4/3BR2P/3q1PP1/6K1 b - - 4 27,e6d7 e5e8 d7e8 e3e8,1047,endgame kingsideAttack mate mateIn2 short
2k5/1p3pp1/1Bp1p3/4q2p/Q7/6PP/PPP2P1K/3r4 b - - 0 27,e5b5 a4a8 c8d7 a8d8,1007,endgame mate mateIn2 queensideAttack short
4rr1k/pppb4/5pQ1/q2P4/2P2R2/2P5/P5PP/R5K1 b - - 2 20,e8e7 f4h4 e7h7 h4h7,1023,mate mateIn2 middlegame short
Q2r3r/1ppk2pp/3p4/4pp2/1PP2nq1/3P1NP1/P4P1P/3RRK2 w - - 7 23,a8b7 g4h3 f1g1 h3g2,1022,mate mateIn2 middlegame short
2r4k/7p/3R2p1/8/2p1PQ2/2q2P2/2n2KPN/8 w - - 2 43,d6d7 c3e1,1014,endgame master mate mateIn1 oneMove
r6k/1Q4p1/6Pp/3p1p2/3PpP2/7P/8/1KRq4 b - - 5 46,d1a4 c1c8 a8c8 b7c8 a4e8 c8e8,1049,endgame long mate mateIn3
1r5r/k1p3pp/1pBp1nq1/RQ2p3/4Pp2/5N2/PPP2PPP/2K4R b - - 0 21,b6a5 b5a5,1013,mate mateIn1 middlegame oneMove
6k1/p5pp/1p1p2r1/2pPp3/8/BQP2P2/P3q2P/R6K w - - 9 34,b3d1 e2g2,1019,endgame mate mateIn1 oneMove
8/p7/8/1P6/P4qk1/6p1/3Rn1P1/3R3K w - - 2 49,d2e2 f4h6 h1g1 h6h2 g1f1 h2h1,1038,endgame long mate mateIn3 queenRookEndgame
4k3/R6R/1n6/4p3/1P6/1K3r2/P1P4P/8 w - - 1 30,b3b2 b6c4 b2a1 f3f1,1049,endgame mate mateIn2 short
4r1k1/2p2ppp/2q2N2/6P1/2ppP2P/r2P4/2P2KQ1/4R3 b - - 1 32,g7f6 g5f6 g8h8 g2g7,1036,discoveredAttack endgame mate mateIn2 short
k2r1b2/p4pp1/4p3/NQ1p3r/8/5nBq/PPP2P1P/R4RK1 w - - 4 21,g1h1 h3h2 g3h2 h5h2,1040,arabianMate kingsideAttack master mate mateIn2 middlegame sacrifice short
r1b2rk1/pp3ppp/5q2/3Bn3/6n1/1NN3P1/PPP4P/R1BQ1K1R w - - 1 14,f1g1 f6f2,1039,mate mateIn1 oneMove opening
4kQr1/3b4/p3p3/1pPp4/1P1n2q1/P7/5RPP/1B3RK1 b - - 1 31,g8f8 f2f8 e8e7 f1f7,1001,blindSwineMate mate mateIn2 middlegame short
1kr4r/p1q2ppp/1pN5/8/QP1P4/2n2P2/6P1/R5K1 b - - 1 28,b8a8 a4a7 c7a7 a1a7,1005,arabianMate mate mateIn2 middlegame queensideAttack short
5rk1/1b3r1p/p2q2p1/1p1P2B1/4p2Q/PB5P/1PPR2P1/R6K w - - 0 27,h4e4 f7f1 a1f1 f8f1,1024,kingsideAttack mate mateIn2 middlegame short
2k4r/ppp2Bpp/5n2/q1b1p1Q1/6P1/2N5/PPn1N1PP/R1Br1K1R w - - 1 14,c3d1 a5e1,1066,mate mateIn1 middlegame oneMove
8/R7/p1p3k1/1b4p1/1P3p2/P1R2P2/6PP/r5K1 w - - 9 36,g1f2 a1f1,1098,endgame mate mateIn1 oneMove
2rq1r1k/1b2b1p1/p1np2PB/1p1Q1p2/4P3/2N5/PPP1B3/2KR3R b - - 0 21,e7g5 h6g5,1069,discoveredAttack kingsideAttack mate mateIn1 middlegame oneMove
8/8/1r2pkp1/p4p2/Rb3K1P/4PP2/B5P1/8 w - - 1 33,g2g4 b4d6,1075,endgame master mate mateIn1 oneMove
3r2k1/pR3ppp/8/8/2P5/3Q1pPP/P1P1nP1K/4qB2 b - - 2 22,d8d3 b7b8 d3d8 b8d8,1060,backRankMate endgame mate mateIn2 short
6k1/7p/R5p1/2p5/1p1bPPK1/1P1r3P/8/1R6 w - - 0 39,h3h4 h7h5 g4g5 d3g3 g5h6 d4g7,1092,endgame long mate mateIn3
4r2k/1pqnr1pp/5p2/p1p1p3/4R2Q/PB1P2RP/1PP2PP1/6K1 b - - 3 26,f6f5 h4h7 h8h7 e4h4,1099,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
5k2/8/3N1n1Q/7p/3q3P/5P2/6PK/3q4 b - - 11 48,f8g8 h6g6 g8h8 d6f7,1075,cornerMate endgame mate mateIn2 short
4r1k1/6pp/p4b2/1p2q3/3p4/5Q2/PPP1NRPP/7K b - - 3 32,f6g5 f3f7 g8h8 f7f8 e8f8 f2f8,1051,backRankMate endgame long mate mateIn3 sacrifice
2kr4/ppp2pp1/2n1pn2/1QNp4/6P1/2PP4/PPK1P2R/6q1 b - - 9 21,b7b6 b5a6 c8b8 a6b7,1057,mate mateIn2 middlegame queensideAttack short
4R3/ppp3pk/3p3p/7r/7b/P1PP1q2/R2Q1P2/5K2 w - - 6 29,d2e2 f3h1,1087,endgame mate mateIn1 oneMove
5k2/1p1b2pp/p3P3/2qpp3/2rN4/8/P4QPP/6K1 b - - 1 29,f8e7 f2f7 e7d6 f7d7,1092,endgame mate mateIn2 short
rnq1k2r/pp4p1/8/4p3/3b1p2/1PNP3P/P1PB2P1/R2Q1R1K w kq - 3 21,d1e1 h8h3 g2h3 c8h3,1089,kingsideAttack mate mateIn2 middlegame sacrifice short
8/7p/Q5pk/5q2/P7/1r5P/6P1/6RK w - - 1 37,a6c4 b3h3 g2h3 f5h3,1061,endgame master mate mateIn2 sacrifice short
3r2k1/1pq1bpp1/p1p5/P2r1B2/1P1P4/2P5/4Q2P/4RRK1 b - - 2 30,e7f6 e2e8 d8e8 e1e8,1098,kingsideAttack mate mateIn2 middlegame sacrifice short
1k3r2/1p3q2/3Pp1pp/2N1b3/3p4/PQ6/5PPP/2R3K1 w - - 3 29,d6d7 f7f2 g1h1 f2f1 c1f1 f8f1,1087,endgame long mate mateIn3 sacrifice
1rbq1rk1/3nppb1/pp1p3p/2pP2Nn/P1P5/2N1P1B1/1PQ1BPPP/R4RK1 b - - 0 14,h5g3 c2h7,1094,master mate mateIn1 middlegame oneMove
2rqr1k1/pp3ppp/8/3pB3/N5Q1/1P2P3/P4PPP/2R2nK1 b - - 0 21,c8c1 g4g7,1052,kingsideAttack master mate mateIn1 middlegame oneMove
R1kr3r/1bp1qpb1/1p1p1np1/1B5p/3P1p2/2N2N2/1PP3PP/Q4R1K b - - 3 18,b7a8 a1a8,1066,mate mateIn1 middlegame oneMove queensideAttack
2b5/4r3/2Bb1k2/1R3pp1/P2N3p/1P5P/5PP1/6K1 w - - 10 45,f2f3 e7e1 g1f2 d6g3,1069,endgame master mate mateIn2 short
4r3/pp5k/5r2/3pP1pp/1P1R4/P1P2pR1/5Pb1/6K1 w - - 0 36,e5f6 e8e1 g1h2 e1h1,1063,endgame mate mateIn2 short
rnb1k1nB/ppp2p1p/8/8/7q/1P3pb1/P1PPP2P/RN1QKB1R w KQq - 0 9,h2g3 h4g3,1084,mate mateIn1 oneMove opening
3Q3k/p5pp/6rq/3p4/3Pn3/5r1P/P3RPP1/5RK1 b - - 1 27,f3f8 d8f8,1091,hangingPiece mate mateIn1 middlegame oneMove
5rrk/pb2q1p1/1p2PR1Q/2pp4/2P3P1/1P2P3/PB5P/R5K1 b - - 0 25,g7h6 f6h6,1082,doubleCheck kingsideAttack mate mateIn1 middlegame oneMove
r2qr3/pp2k1p1/2pp1b2/4p1N1/4P3/PP1P3Q/2P2P2/2K3R1 b - - 0 31,e8h8 h3e6 e7f8 e6f7,1089,mate mateIn2 middlegame short
r4k1r/1q3pp1/p1n1p3/1p2N1Qp/6n1/8/P1P2PPP/3RR1K1 b - - 1 26,c6e5 d1d8 a8d8 g5d8,1063,mate mateIn2 middlegame short
2k2r2/bpp3p1/p3p1qp/2P5/3QPr2/8/P4PPP/3R1RK1 b - - 3 23,f4e4 d4d7 c8b8 d7d8 f8d8 d1d8,1062,backRankMate long mate mateIn3 middlegame sacrifice
2r1r2k/1pq2p1p/5P1B/p2P2Q1/7P/2N5/1b6/1K5R b - - 2 25,e8g8 h6g7 g8g7 g5g7,1095,mate mateIn2 middlegame short
r1b4k/pp3Q2/2nq1N1p/2b1p3/4P3/P7/1P2N1PP/R6K b - - 3 20,d6e7 f7g8,1074,mate mateIn1 middlegame oneMove
r4rk1/1ppP2pp/8/3bN3/2p5/2P5/1P3RPP/3R2K1 w - - 4 28,d1d5 a8a1 d5d1 a1d1 f2f1 d1f1,1061,endgame long mate mateIn3
8/3P4/p7/Pp4P1/1P3k2/7K/8/2q5 w - - 0 55,d7d8q c1h1,1093,endgame mate mateIn1 oneMove queenEndgame
2k2r2/ppp5/5n2/4b3/4P1N1/3Q2qP/Pr4P1/3R2RK b - - 3 31,f6g4 d3d7 c8b8 d7d8 f8d8 d1d8,1082,backRankMate long mate mateIn3 middlegame sacrifice
rn4k1/p5p1/3P1r1p/2N1p3/2P5/4BP1q/PP3P2/2RQR1K1 w - - 1 25,d6d7 f6g6 e3g5 g6g5,1086,mate mateIn2 middlegame short
k7/pp3q1p/6r1/5p2/1n1pNB2/8/P3Q1PP/2R3K1 b - - 0 32,f5e4 c1c8,1068,backRankMate endgame mate mateIn1 oneMove
1q1r2k1/p3Rpbp/1p4p1/1P1p4/1Qn2P2/2P5/P5PP/4R1K1 b - - 3 30,b8f4 e7e8 d8e8 e1e8 g7f8 b4f8,1086,kingsideAttack long mate mateIn3 middlegame
7k/pp4pp/2p5/3P1n2/8/PP6/4qb2/1KR4R b - - 0 35,c6d5 c1c8 e2e8 c8e8,1075,endgame mate mateIn2 short
3rn1k1/1p1r1p1P/p3n1p1/4Q3/8/P1P5/1P6/1K4R1 b - - 0 31,g8h7 g1h1 h7g8 e5h8,1066,endgame mate mateIn2 short
2k4r/1pN2ppp/pn2p3/3rB3/8/b5QP/P1P2PP1/2K2B1R w - - 1 18,c1b1 d5d1,1067,mate mateIn1 middlegame oneMove
8/2p5/4B2k/3P2R1/5P2/6bK/8/4q3 w - - 2 85,g5g3 e1h1 h3g4 h1h5,1072,endgame mate mateIn2 short
5rk1/5r1p/2R3RQ/1qP5/p7/5P2/5KPP/8 b - - 0 37,h7g6 c6g6 f7g7 g6g7,1055,endgame mate mateIn2 short
4rrk1/1Q5p/2Pp2p1/8/2P2nPq/3pBP2/P2N2K1/R6R w - - 3 28,e3f4 e8e2 g2f1 h4h1,1075,deflection mate mateIn2 middlegame short
8/3q1ppk/7p/pp4r1/2p4R/P3Q1Pb/5R1P/6K1 w - - 2 37,e3g5 d7d1 f2f1 d1f1,1061,endgame mate mateIn2 short
8/1kN3R1/7p/8/8/6Pb/5r1P/7K w - - 3 38,h1g1 f2f1,1063,endgame mate mateIn1 oneMove
2krr3/pp6/2nq4/2p1b1pp/Q7/2P1P2P/PP1B1PB1/R3KR2 w Q - 4 23,g2c6 d6d2,1092,mate mateIn1 middlegame oneMove
2Q3bk/1p3p2/p1p4p/2bp1N2/4n3/5PPB/Pq3RKP/4r3 w - - 6 32,f2b2 e1g1,1095,mate mateIn1 middlegame oneMove
8/1P6/2r5/3pp3/5kp1/1R3p2/8/5K2 w - - 1 48,b7b8q c6c1 f1f2 g4g3,1088,endgame mate mateIn2 queenRookEndgame short
8/5Qpk/4p2p/4P3/3P4/4nRP1/4q2P/5rK1 w - - 0 36,f3f1 e2g2,1072,endgame mate mateIn1 oneMove
1r4k1/5ppp/8/p3q3/1r6/Q2b4/PP4PP/1KB1RR2 w - - 0 32,a3d3 b4b2 c1b2 e5b2,1077,mate mateIn2 middlegame short
1k1r1bR1/p3qp2/Bp6/3pn3/8/P1Q5/1P1K4/2R5 b - - 3 29,d5d4 c3c8 d8c8 c1c8,1073,mate mateIn2 middlegame sacrifice short
4r1k1/pRQ2ppp/4r3/8/3p4/8/q4PPP/5RK1 b - - 0 23,a2e2 c7f7 g8h8 f7g7,1068,endgame mate mateIn2 short
2kr2nr/pbppqppp/1pn5/4N3/2PPN3/4PQP1/PP3PBP/R3K2R b KQ - 4 11,c6e5 e4d6 c7d6 f3b7,1094,discoveredAttack mate mateIn2 middlegame queensideAttack short
2Q2q1k/p2n3p/1p1Np3/4P1p1/3r4/P7/1P3P1P/5RK1 w - - 2 26,c8d7 d4g4 g1h1 f8f3,1087,endgame mate mateIn2 short
r1b2r1k/1pp1q1pp/3p1p1B/2b1n3/p2pP3/1B3PQN/PPP2P1P/R5RK b - - 1 17,g7h6 g3g8 f8g8 g1g8,1058,kingsideAttack mate mateIn2 middlegame sacrifice short
8/8/8/5Qp1/2P4p/P6P/1k3nPK/5r2 w - - 2 43,f5g5 f1h1,1051,endgame mate mateIn1 oneMove
8/8/8/6QP/5P1K/3q4/7k/8 w - - 15 70,f4f5 d3h3,1075,endgame master mate mateIn1 oneMove queenEndgame
r4rQk/pp4bp/6pN/5b2/1qP5/1P4P1/P5BP/4RR1K b - - 4 27,f8g8 h6f7,1053,master mate mateIn1 middlegame oneMove smotheredMate
r3r1k1/ppR2pbp/6p1/8/2Pp4/3Bq3/PP3Q1P/5RK1 b - - 8 27,e3d3 f2f7 g8h8 f7g7,1059,mate mateIn2 middlegame short
3R4/8/8/5pk1/3b3R/1P4PP/P2r2K1/8 w - - 4 48,g2f3 d2f2,1072,endgame mate mateIn1 oneMove
r4rk1/pbp2ppp/1pqbp3/8/3BNn2/3Q1P2/PPP4P/R5RK b - - 7 16,e6e5 e4f6 g8h8 d3h7,1069,discoveredAttack kingsideAttack mate mateIn2 middlegame pin short
6r1/2p4p/p4k2/1p1P1nq1/1P2B3/3PN3/P4Q1P/7K w - - 2 34,e3f5 g5c1 f2e1 c1e1,1069,endgame mate mateIn2 short
1R6/6pk/7p/8/4KPP1/1R2P3/7P/7q w - - 7 49,e4f5 h1d5,1086,endgame master mate mateIn1 oneMove queenRookEndgame
r5rk/1R4pp/p4p2/3p4/P5QN/2q4P/2P3P1/7K b - - 2 26,a8e8 h4g6 h7g6 g4h4,1071,clearance endgame mate mateIn2 sacrifice short
r4k1r/pp2R1pp/2pN1p2/8/5P2/8/Pb4PP/4R1K1 b - - 1 22,b2a3 e7e8 a8e8 e1e8,1091,endgame mate mateIn2 short
k1r5/p1b3Bp/2b1Np2/2P5/1R2n3/3rP1P1/P4P1P/1R4K1 b - - 4 28,e4g5 e6c7 c8c7 b4b8,1055,mate mateIn2 middlegame queensideAttack short
2kr3r/ppp2ppp/2p5/2b5/4qPb1/3P3P/PPP3P1/R1B1KQ1R w KQ - 0 13,d3e4 d8d1,1075,mate mateIn1 middlegame oneMove
r1b2b2/1p3k1p/2p5/p3p3/2Kp4/N1PP2P1/PP3P1P/R1B1n2R w - - 0 23,h1e1 c8e6,1097,master mate mateIn1 middlegame oneMove
